Name;Console;ID
Paaman-2-Down-with-the-Secret-Madou-Society!;NES;628
Pac-Man;NES;76908
Pac-Man-Championship-Edition--Namco-Museum-Archives-Vol-1-;NES;76911
Panic-Restaurant;NES;76926
Paperboy;NES;76928
Paperboy-2;NES;76930
Parasol-Stars-Rainbow-Islands-II;NES;76934
Parodius;NES;76937
Penguin-Kun-Wars;NES;639
Photon-The-Ultimate-Game-on-Planet-Earth;NES;644
Pin-Bot;NES;76950
Pinball;NES;76951
Pirates!;NES;76960
Popeye;NES;653
Power-Blade;NES;76989
Prince-of-Persia;NES;76997
Princesstual-Orgy;NES;660
Pro-Wrestling;NES;77007
Probotector;NES;77012
Probotector-II-Return-of-the-Evil-Forces;NES;77013
Punch-Out!!;NES;77026
Punch-Out!!--Virtual-Console-;NES;77028
Puyo-Puyo;NES;669
Puzznic;NES;77034
R.C.-Pro-Am;NES;77048
R.C.-Pro-Am-II;NES;77050
Racket-Attack;NES;77053
Rackets-&-Rivals;NES;77054
Rad-Racer;NES;77055
Raging-Fire-Recca;NES;684
Rainbow-Islands-Bubble-Bobble-2;NES;77063
Rainbow-Silkroad;NES;689
Rampart--Jaleco-;NES;77069
Rescue-The-Embassy-Mission;NES;77080
Riki-Kunio;NES;706
Road-Fighter;NES;77086
RoadBlasters;NES;77088
Robin-Hood-Prince-of-Thieves;NES;77091
Robo-Warrior;NES;77095
RoboCop;NES;77098
RoboCop-2;NES;77101
RoboCop-3;NES;77103
Rockin-Kats;NES;77106
Rockman-2-Dr.-Wilys-Riddle;NES;721
Rodland;NES;77119
Rollergames;NES;77124
Roundball-2-on-2-Challenge;NES;77130
Rushn-Attack;NES;77136
Rygar;NES;77137
S.C.A.T.-Special-Cybernetic-Attack-Team--Virtual-Console-;NES;77139
Sanrio-Carnival-2;NES;735
Sanrio-Cup-Pon-Pon-Volley;NES;737
SD-Splatter-House;NES;740
Section-Z;NES;77186
Shadow-of-the-Ninja--Virtual-Console-;NES;77200
Shadow-Warriors-II-Ninja-Gaiden-II;NES;77203
Shadow-Warriors-Ninja-Gaiden;NES;77202
Shadow-Warriors-Ninja-Gaiden--Virtual-Console-;NES;77201
Shadowgate;NES;77204
Shatterhand;NES;77213
Shi-Kin-Jou;NES;752
Shufflepuck-Cafe;NES;759
Side-Pocket;NES;77234
Silent-Service;NES;77239
Simpsons-The-Bart-vs.-the-Space-Mutants;NES;77244
Simpsons-The-Bart-vs.-the-World;NES;77246
Simpsons-The-Bartman-Meets-Radioactive-Man;NES;77247
Skate-or-Die;NES;77252
Ski-or-Die;NES;77253
Slalom;NES;77260
Smash-T.V.;NES;77265
Smurfs-The;NES;77266
Snake-Rattle-n-Roll;NES;77268
Snakes-Revenge;NES;77269
Snow-Brothers;NES;77272
Soccer;NES;77275
Solar-Jetman-Hunt-for-the-Golden-Warpship;NES;77277
Solbrain;NES;785
Solomons-Key;NES;77283
Solomons-Key-2;NES;77284
Solstice-The-Quest-for-the-Staff-of-Demnos;NES;77287
Spelunker--Virtual-Console-;NES;77303
Spelunker-II;NES;792
Spider-Man-Return-of-the-Sinister-Six;NES;77305
Spy-vs-Spy;NES;77311
Stack-Up;NES;800
Stadium-Events;NES;77318
Star-Force;NES;77320
Star-Wars;NES;77332
Star-Wars-The-Empire-Strikes-Back;NES;77336
StarTropics;NES;77339
StarTropics--Virtual-Console-;NES;77340
Stealth-ATF;NES;77342
Sted-Starfield-of-Memorable-Relics;NES;815
Street-Gangs;NES;77349
Street-Gangs--Virtual-Console-;NES;77350
Sugoro-Quest;NES;822
Sumo-Wrestling;NES;824
Super-Mario-Bros.;NES;77389
Super-Mario-Bros.;NES;834
Super-Mario-Bros.-+-Duck-Hunt;NES;77392
Super-Mario-Bros.-+-Tetris-+-Nintendo-World-Cup;NES;77393
Super-Mario-Bros.-2;NES;77395
Super-Mario-Bros.-2--Virtual-Console-;NES;77397
Super-Mario-Bros.-3;NES;77399
Super-Mario-Bros.-3--Virtual-Console-;NES;77401
Super-Spike-VBall;NES;77421
Super-Spy-Hunter;NES;77425
Super-Turrican;NES;77428
Super-Xevious-Gump-no-Nazo--Namco-Museum-Archives-Vol-2-;NES;77430
Swamp-Thing;NES;77436
Sweet-Home;NES;844
Sword-Master;NES;77439
Swords-and-Serpents;NES;77444
Tabos-Tactics;NES;850
TaleSpin;NES;77468
Technos-Ice-Hockey;NES;861
Technos-Samurai;NES;863
Tecmo-Cup-Football-Game;NES;77491
Tecmo-World-Cup-Soccer;NES;77496
Tecmo-World-Wrestling;NES;77498
Teenage-Mutant-Hero-Turtles;NES;77499
Teenage-Mutant-Hero-Turtles--Virtual-Console-;NES;77500
Teenage-Mutant-Hero-Turtles-II-The-Arcade-Game;NES;77502
Teenage-Mutant-Hero-Turtles-Tournament-Fighters;NES;77501
Tennis;NES;77516
Terminator-2-Judgment-Day;NES;77520
Terminator-The;NES;875
Tetrastar-The-Fighter--;NES;878
Tetris;NES;77523
Tetris-2;NES;77526
Tiger-Heli;NES;77537
Time-Lord;NES;77543
Time-Zone;NES;891
Tiny-Toon-Adventures;NES;77545
Tiny-Toon-Adventures-2-Trouble-in-Wackyland;NES;77548
Tiny-Toon-Adventures-Cartoon-Workshop;NES;77549
To-the-Earth;NES;77553
Tom-&-Jerry-The-Ultimate-Game-of-Cat-and-Mouse!;NES;77559
Top-Gun;NES;77564
Top-Gun-The-Second-Mission;NES;77567
Total-Recall;NES;77572
Totally-Rad;NES;77573
Track-&-Field-II;NES;77582
Track-&-Field-in-Barcelona;NES;77583
Transformers-The-Mystery-of-Comvoy;NES;908
Trog!;NES;77587
Trojan;NES;77588
Trolls-in-Crazyland-The;NES;77589
Turbo-Racing;NES;77596
Twin-Bee-3--;NES;915
Ufouria-The-Saga;NES;77615
Ufouria-The-Saga--Wii-U-Virtual-Console-;NES;77617
Ufouria-The-Saga--Wii-Virtual-Console-;NES;77618
Ultimate-Air-Combat;NES;77622
Urban-Champion;NES;929
Venus-Wars-The-Back-to-the-City-IO;NES;932
Volleyball;NES;937
Volleyball--Virtual-Console-;NES;77658
Wagyan-Land;NES;938
Wai-Wai-World-2-SOS-From-Parsley-Castle;NES;940
Warios-Woods;NES;77678
Warrior-of-Algos;NES;946
Werewolf-The-Last-Warrior;NES;77685
Wild-Gunman;NES;961
Willow;NES;77690
Wizards-&-Warriors;NES;77700
Wizards-&-Warriors-III-Kuros...Visions-of-Power;NES;77701
World-Champ;NES;77710
Wrath-of-the-Black-Manta;NES;77714
Wrecking-Crew;NES;975
Wrecking-Crew--Virtual-Console-;NES;77715
WWF-King-of-the-Ring;NES;77716
WWF-WrestleMania;NES;77717
WWF-WrestleMania-Challenge;NES;77719
WWF-WrestleMania-Steel-Cage-Challenge;NES;77718
Xevious;NES;77721
Yoshis-Cookie;NES;77740
Yoshis-Cookie--Virtual-Console-;NES;77742
Ys;NES;989
Ys-II-Ancient-Ys-Vanished---The-Final-Chapter;NES;991
Zelda-II-The-Adventure-of-Link;NES;77751
Zelda-II-The-Adventure-of-Link--Virtual-Console-;NES;77755
Zen-Intergalactic-Ninja;NES;77758
Zodas-Revenge-StarTropics-II--Virtual-Console-;NES;77769
Zombie-Hunter;NES;996
[BIOS]-Wide-Boy;NES;75233
10-Yard-Fight;NES;3
100-World-Story-The-The-Tales-on-a-Watery-Wilderness;NES;1
3-D-Battles-of-World-Runner-2-The;NES;4401
Ace-of-Aces;SMS;83656
Action-Fighter;SMS;83659
Action-Fighter;SMS;83660
Addams-Family-The;SMS;83662
Aerial-Assault;SMS;83663
After-Burner;SMS;83666
Air-Rescue;SMS;83668
Aladdin;SMS;83669
Alex-Kidd-in-Miracle-World;SMS;83681
Alex-Kidd-in-Miracle-World;SMS;83680
Alex-Kidd-in-Miracle-World--Sega-Ages-;SMS;83682
Alex-Kidd-in-Miracle-World--Sega-Ages-;SMS;83682
Alex-Kidd-in-Shinobi-World;SMS;83684
Alex-Kidd-High-Tech-World;SMS;83671
Alex-Kidd-The-Lost-Stars;SMS;83673
Alien-3;SMS;83689
Alien-Storm;SMS;83690
Alien-Syndrome;SMS;83691
Altered-Beast;SMS;83695
American-Baseball;SMS;83696
American-Pro-Football;SMS;83697
Andre-Agassi-Tennis;SMS;83698
Arcade-Smash-Hits;SMS;83700
Assault-City--Joypad-;SMS;83706
Assault-City--Light-Phaser-;SMS;83705
Asterix;SMS;83707
Asterix-and-the-Great-Rescue;SMS;83708
Asterix-and-the-Secret-Mission;SMS;83709
Astro-Warrior-&-Pit-Pot;SMS;83713
Ayrton-Sennas-Super-Monaco-GP-II;SMS;83716
Aztec-Adventure;SMS;83717
Back-to-the-Future-Part-II;SMS;83718
Back-to-the-Future-Part-III;SMS;83719
Bank-Panic;SMS;83721
Basketball-Nightmare;SMS;83723
Batman-Returns;SMS;83725
Battle-Out-Run;SMS;83726
Black-Belt;SMS;83729
Blade-Eagle-3-D;SMS;83732
Bomber-Raid;SMS;83735
Bonanza-Bros.;SMS;83736
Bram-Stokers-Dracula;SMS;83738
Bubble-Bobble;SMS;83743
Buggy-Run;SMS;83745
California-Games;SMS;83747
California-Games-II;SMS;83748
Captain-Silver;SMS;83751
Casino-Games;SMS;83752
Castle-of-Illusion-Starring-Mickey-Mouse;SMS;83755
Champions-of-Europe;SMS;83756
Championship-Hockey;SMS;83757
Cheese-Cat-astrophe-Starring-Speedy-Gonzales;SMS;83759
Choplifter;SMS;83760
Chuck-Rock;SMS;83765
Chuck-Rock-II-Son-of-Chuck;SMS;83767
Cloud-Master;SMS;83769
Columns;SMS;83772
Cool-Spot;SMS;83776
Cosmic-Spacehead;SMS;83777
Cyber-Shinobi-The;SMS;83779
Cyborg-Hunter;SMS;83781
Daffy-Duck-in-Hollywood;SMS;83784
Danan-The-Jungle-Fighter;SMS;83786
Dead-Angle;SMS;83787
Deep-Duck-Trouble-Starring-Donald-Duck;SMS;83789
Desert-Speedtrap-Starring-Road-Runner-and-Wile-E.-Coyote;SMS;83790
Desert-Strike;SMS;83791
Dick-Tracy;SMS;83792
Double-Dragon;SMS;83797
Double-Hawk;SMS;83799
Dr.-Robotniks-Mean-Bean-Machine;SMS;83803
Dragon-Crystal;SMS;83805
Dragon-The-Bruce-Lee-Story;SMS;83804
Dynamite-Duke;SMS;83806
Dynamite-Dux;SMS;83807
E-SWAT;SMS;83810
Ecco-The-Dolphin;SMS;83816
Enduro-Racer;SMS;83817
F-16-Fighter;SMS;83821
F1;SMS;83825
Fantastic-Dizzy;SMS;83828
Fantasy-Zone;SMS;83832
Fantasy-Zone-II;SMS;83834
Fantasy-Zone-The-Maze;SMS;83833
Fire-&-Forget-II;SMS;83839
Flash-The;SMS;83841
Flintstones-The;SMS;83844
Forgotten-Worlds;SMS;83845
G-LOC-Air-Battle;SMS;83848
Gain-Ground;SMS;83850
Galaxy-Force;SMS;83854
Gangster-Town;SMS;83860
Gauntlet;SMS;83861
George-Foremans-KO-Boxing;SMS;83862
Ghost-House;SMS;83864
Ghostbusters;SMS;83867
Ghoulsn-Ghosts;SMS;83869
Global-Defense;SMS;83870
Global-Gladiators;SMS;83872
Golden-Axe;SMS;83874
Golden-Axe-Warrior;SMS;83876
Golfamania;SMS;83878
Golvellius-Valley-of-Doom;SMS;83879
GP-Rider;SMS;83887
Great-Baseball;SMS;83888
Great-Basketball;SMS;83890
Great-Football;SMS;83891
Great-Golf;SMS;83893
Great-Soccer;SMS;83898
Great-Volleyball;SMS;83902
Hang-On;SMS;83905
Heavyweight-Champ;SMS;83911
Heroes-of-the-Lance;SMS;83912
Home-Alone;SMS;83917
Impossible-Mission;SMS;83923
Incredible-Crash-Dummies-The;SMS;83924
Incredible-Hulk-The;SMS;83925
Indiana-Jones-and-the-Last-Crusade;SMS;83927
James-Bond-007-The-Duel;SMS;83931
James-Pond-2-Codename-RoboCod;SMS;83932
Joe-Montana-Football;SMS;83936
Jungle-Book-The;SMS;83938
Jurassic-Park;SMS;83939
Kenseiden;SMS;83940
KLAX;SMS;83945
Krustys-Fun-House;SMS;83947
Kung-Fu-Kid;SMS;83949
Land-of-Illusion-Starring-Mickey-Mouse;SMS;83951
Laser-Ghost;SMS;83952
Lemmings;SMS;83955
Line-of-Fire;SMS;83957
Lion-King-The;SMS;83958
Lord-of-the-Sword;SMS;83961
Lucky-Dime-Caper-Starring-Donald-Duck-The;SMS;83963
Marble-Madness;SMS;83971
Marksman-Shooting-&-Trap-Shooting-&-Safari-Hunt;SMS;83973
Master-of-Darkness;SMS;83974
Masters-of-Combat;SMS;83975
Maze-Hunter-3-D;SMS;83976
Mercs;SMS;83979
Michael-Jacksons-Moonwalker;SMS;83980
Micro-Machines;SMS;83983
Miracle-Warriors-Seal-of-The-Dark-Lord;SMS;83986
Missile-Defense-3-D;SMS;83987
Monopoly;SMS;83991
Mortal-Kombat;SMS;83996
Mortal-Kombat-II;SMS;83998
Ms.-Pac-Man;SMS;83999
My-Hero;SMS;84000
NewZealand-Story-The;SMS;84006
Ninja-Gaiden;SMS;84008
Ninja-The;SMS;84010
Olympic-Gold;SMS;84013
Operation-Wolf;SMS;84015
Ottifants-The;SMS;84016
OutRun;SMS;84017
OutRun-3-D;SMS;84018
OutRun-Europa;SMS;84020
Pac-Mania;SMS;84021
Paperboy;SMS;84024
Parlour-Games;SMS;84025
Penguin-Land;SMS;84028
PGA-Tour-Golf;SMS;84029
Phantasy-Star;SMS;84030
Phantasy-Star--Sega-Ages-;SMS;84035
Phantasy-Star--Sega-Ages-;SMS;84036
Pit-Fighter;SMS;84038
Populous;SMS;84040
Poseidon-Wars-3-D;SMS;84041
Power-Strike;SMS;84043
Power-Strike-II;SMS;84044
Predator-2;SMS;84047
Prince-of-Persia;SMS;84048
Pro-Wrestling;SMS;84050
Psychic-World;SMS;84053
Psycho-Fox;SMS;84054
Putt-&-Putter;SMS;84056
Quartet;SMS;84059
R-Type;SMS;84063
R.C.-Grand-Prix;SMS;84066
Rainbow-Islands;SMS;84068
Rambo-III;SMS;84070
Rampage;SMS;84071
Rampart;SMS;84073
Rastan;SMS;84074
Renegade;SMS;84077
Rescue-Mission;SMS;84078
Road-Rash;SMS;84080
RoboCop-3;SMS;84081
RoboCop-versus-The-Terminator;SMS;84082
Rocky;SMS;84083
Running-Battle;SMS;84084
Sagaia;SMS;84085
Schtroumpfs-Autour-du-Monde-Les;SMS;84093
Scramble-Spirits;SMS;84094
Secret-Command;SMS;84097
Sega-Chess;SMS;84098
Sega-World-Tournament-Golf;SMS;84100
Sensible-Soccer;SMS;84102
Shadow-Dancer-The-Secret-of-Shinobi;SMS;84104
Shadow-of-the-Beast;SMS;84105
Shanghai;SMS;84108
Shinobi;SMS;84110
Shooting-Gallery;SMS;84112
Simpsons-The-Bart-vs.-The-Space-Mutants;SMS;84114
Simpsons-The-Bart-vs.-The-World;SMS;84115
Slap-Shot;SMS;84122
Slap-Shot;SMS;84124
Smurfs-The;SMS;84125
Sonic-Chaos;SMS;84129
Sonic-Spinball;SMS;84132
Sonic-The-Hedgehog;SMS;84133
Sonic-The-Hedgehog-2;SMS;84134
Space-Gun;SMS;84136
Space-Harrier;SMS;84138
Space-Harrier-3-D;SMS;84139
Special-Criminal-Investigation;SMS;84142
Speedball;SMS;84143
Speedball-2;SMS;84145
SpellCaster;SMS;84146
Spider-Man;SMS;84147
Spider-Man-Return-of-the-Sinister-Six;SMS;84148
Spy-vs-Spy;SMS;84152
Star-Wars;SMS;84154
Streets-of-Rage;SMS;84157
Streets-of-Rage-II;SMS;84158
Strider;SMS;84160
Strider-II;SMS;84161
Submarine-Attack;SMS;84163
Summer-Games;SMS;84167
Super-Kick-Off;SMS;84180
Super-Monaco-GP;SMS;84184
Super-Off-Road;SMS;84185
Super-Smash-T.V.;SMS;84188
Super-Space-Invaders;SMS;84189
Super-Tennis;SMS;84190
Superman-The-Man-of-Steel;SMS;84193
T2-The-Arcade-Game;SMS;84194
Taito-Chase-H.Q.;SMS;84195
Taz-Mania;SMS;84199
Tecmo-World-Cup-93;SMS;84201
Teddy-Boy;SMS;84202
Tennis-Ace;SMS;84205
Terminator-2-Judgment-Day;SMS;84207
Terminator-The;SMS;84209
Thunder-Blade;SMS;84211
Time-Soldiers;SMS;84215
Tom-and-Jerry-The-Movie;SMS;84217
TransBot;SMS;84219
Trivial-Pursuit-Genus-Edition;SMS;84221
Ultima-IV-Quest-of-the-Avatar;SMS;84224
Ultimate-Soccer;SMS;84226
Vigilante;SMS;84228
Wanted;SMS;84231
Wimbledon;SMS;84235
Wimbledon-II;SMS;84237
Winter-Olympics;SMS;84238
Wolfchild;SMS;84240
Wonder-Boy;SMS;84241
Wonder-Boy;SMS;84242
Wonder-Boy-III-The-Dragons-Trap;SMS;84243
Wonder-Boy-in-Monster-Land;SMS;84246
Wonder-Boy-in-Monster-World;SMS;84248
World-Class-Leaderboard;SMS;84251
World-Cup-Italia-90;SMS;84253
World-Cup-USA-94;SMS;84254
World-Games;SMS;84255
World-Grand-Prix;SMS;84258
World-Soccer;SMS;84260
WWF-Wrestlemania-Steel-Cage-Challenge;SMS;84261
Xenon-2-Megablast;SMS;84263
Ys-The-Vanished-Omens;SMS;84268
Zaxxon-3-D;SMS;84271
Zillion;SMS;84274
Zillion;SMS;84272
Zillion;SMS;84273
Zillion-II-The-Tri-Formation;SMS;84275
Zool-Ninja-of-the-Nth-Dimension;SMS;84277
[BIOS]-Alex-Kidd-in-Miracle-World;SMS;83630
[BIOS]-Alex-Kidd-in-Miracle-World--BIOS-Version---Sega-Ages-;SMS;83631
[BIOS]-Hang-On;SMS;83632
[BIOS]-Hang-On-&-Safari-Hunt;SMS;83633
[BIOS]-Missile-Defense-3-D;SMS;83634
[BIOS]-Sega-Master-System;SMS;83640
[BIOS]-Sega-Master-System;SMS;83638
[BIOS]-Sonic-The-Hedgehog;SMS;83641
Ace-of-Aces;Atari7800;91445
Alien-Brigade;Atari7800;91447
Ballblazer;Atari7800;91452
Barnyard-Blaster;Atari7800;91454
Baseball;Atari7800;91455
Basketbrawl;Atari7800;91457
Centipede;Atari7800;91458
Choplifter!;Atari7800;91460
Commando;Atari7800;91463
Cracked;Atari7800;91464
Crossbow;Atari7800;91466
Dark-Chambers;Atari7800;91469
Desert-Falcon;Atari7800;91470
Dig-Dug;Atari7800;91474
Donkey-Kong;Atari7800;91477
Donkey-Kong-Junior;Atari7800;91478
Double-Dragon;Atari7800;91481
F-18-Hornet;Atari7800;91483
Fatal-Run;Atari7800;91484
Fight-Night;Atari7800;91487
Food-Fight;Atari7800;91489
Galaga;Atari7800;91491
Hat-Trick;Atari7800;91494
Ikari-Warriors;Atari7800;91497
Impossible-Mission;Atari7800;91499
Jinks;Atari7800;91502
Joust;Atari7800;91504
Karateka;Atari7800;91505
Kung-Fu-Master;Atari7800;91508
Mario-Bros.;Atari7800;91511
Mat-Mania-Challenge;Atari7800;91513
Mean-18-Ultimate-Golf;Atari7800;91514
Meltdown;Atari7800;91517
Midnight-Mutants;Atari7800;91518
Motor-Psycho;Atari7800;91522
Ms.-Pac-Man;Atari7800;91523
Ninja-Golf;Atari7800;91526
One-on-One-Basketball;Atari7800;91528
Planet-Smashers;Atari7800;91531
Pole-Position-II;Atari7800;91535
Scrapyard-Dog;Atari7800;91542
Sentinel;Atari7800;91544
Super-Huey-UH-IX;Atari7800;91548
Super-Skateboardin;Atari7800;91551
Title-Match-Pro-Wrestling;Atari7800;91554
Tomcat-The-F-14-Fighter-Simulator;Atari7800;91555
Tower-Toppler;Atari7800;91558
Xenophobe;Atari7800;91563
Xevious;Atari7800;91564
[BIOS]-Atari-7800;Atari7800;91441
Air-Zonk--Wii-U-Virtual-Console-;TG16;92630
Blazing-Lazers--Wii-U-Virtual-Console-;TG16;92655
Bomberman-93--Wii-U-Virtual-Console-;TG16;92665
Bomberman-94--Wii-U-Virtual-Console-;TG16;92669
Bonk-3-Bonks-Big-Adventure--Wii-U-Virtual-Console-;TG16;92671
Bonks-Adventure--Wii-U-Virtual-Console-;TG16;92673
Bonks-Revenge--Wii-U-Virtual-Console-;TG16;92676
Darius-Alpha--SG-Enhanced---Darius-Cozmic-Collection-;TG16;92709
Devils-Crush--Wii-U-Virtual-Console-;TG16;92721
Double-Dungeons--Wii-U-Virtual-Console-;TG16;92729
Final-Soldier--Wii-U-Virtual-Console-;TG16;92760
Gradius--Wii-U-Virtual-Console-;TG16;92782
Jaseiken-Necromancer--Wii-U-Virtual-Console-;TG16;92807
Neutopia--Wii-U-Virtual-Console-;TG16;92873
Neutopia-II--Wii-U-Virtual-Console-;TG16;92877
New-Adventure-Island--Wii-U-Virtual-Console-;TG16;92880
Ninja-Spirit--Wii-U-Virtual-Console-;TG16;92887
Salamander--Wii-U-Virtual-Console-;TG16;92955
Soldier-Blade--Wii-U-Virtual-Console-;TG16;92975
Super-Star-Soldier--Wii-U-Virtual-Console-;TG16;92998
Victory-Run--Wii-U-Virtual-Console-;TG16;93042
World-Class-Baseball--Wii-Virtual-Console-;TG16;93057
World-Sports-Competition--Wii-U-Virtual-Console-;TG16;93062
Aaahh!!!-Real-Monsters;Genesis;43933
Addams-Family-Values;Genesis;43937
Addams-Family-The;Genesis;1808
Adventures-of-Batman-&-Robin-The;Genesis;43955
Adventures-of-Mighty-Max-The;Genesis;43956
Aero-the-Acro-Bat;Genesis;43959
Aero-the-Acro-Bat-2;Genesis;43961
After-Burner-II;Genesis;1815
Air-Hockey--Sega-Reactor-;Genesis;92373
Al-Michaels-Announces-HardBall-III;Genesis;2061
Aladdin;Genesis;43967
Aladdin--Disney-Classic-Games-;Genesis;43973
Aladdin--Disney-Classic-Games-;Genesis;43974
Alex-Kidd-in-the-Enchanted-Castle;Genesis;43979
Alien-3;Genesis;1819
Alien-Soldier;Genesis;43980
Alien-Soldier--Switch-Online-;Genesis;50588
Alien-Storm;Genesis;1820
Alien-Storm--SEGA-Classic-Collection-;Genesis;43983
Alisia-Dragoon;Genesis;43986
Altered-Beast;Genesis;1822
Altered-Beast--Sega-3D-Classics-Collection-;Genesis;89240
Andre-Agassi-Tennis;Genesis;43989
Animaniacs;Genesis;43991
Another-World;Genesis;43992
Aquatic-Games-Starring-James-Pond-and-the-Aquabats-The;Genesis;1826
Arcade-Classics;Genesis;1827
Arcade-Legends-Sega-Mega-Drive;Genesis;43995
Arcade-Legends-Street-Fighter-II-Special-Champion-Edition;Genesis;43996
Arch-Rivals-The-Arcade-Game;Genesis;1828
Ariel-The-Little-Mermaid;Genesis;1830
Arnold-Palmer-Tournament-Golf;Genesis;1831
Arrow-Flash;Genesis;44007
Art-Alive;Genesis;1833
Art-of-Fighting;Genesis;44010
Asterix-and-the-Great-Rescue;Genesis;44011
Asterix-and-the-Power-of-the-Gods;Genesis;44013
Atomic-Runner;Genesis;44015
ATP-Tour;Genesis;44016
Australian-Rugby-League;Genesis;44025
Ayrton-Sennas-Super-Monaco-GP-II;Genesis;44029
B.O.B.;Genesis;1842
Back-to-the-Future-Part-III;Genesis;44035
Ball-Jacks;Genesis;44038
Ballz-3D-The-Battle-of-the-Ballz;Genesis;1844
Barkley-Shut-Up-and-Jam!;Genesis;1846
Batman;Genesis;44052
Batman-Forever;Genesis;1853
Batman-Returns;Genesis;1854
Battle-Squadron;Genesis;1855
Battletoads;Genesis;1858
Beavis-and-Butt-Head;Genesis;44062
Bill-Walsh-College-Football;Genesis;1867
Bio-Hazard-Battle;Genesis;1870
Blades-of-Vengeance;Genesis;1871
Blockout;Genesis;1873
Bloodshot;Genesis;44097
Body-Count;Genesis;44100
Bomber--Sega-Reactor-;Genesis;92152
Bonanza-Bros.;Genesis;44109
Bonanza-Bros.;Genesis;1875
Bonkers;Genesis;1876
Boogerman-A-Pick-and-Flick-Adventure;Genesis;44115
Bottle-Taps-Race--Sega-Reactor-;Genesis;92374
Bram-Stokers-Dracula;Genesis;44117
Brian-Lara-Cricket;Genesis;44120
Brian-Lara-Cricket-96;Genesis;92322
Brian-Lara-Cricket-96;Genesis;44121
Brutal-Paws-of-Fury;Genesis;44123
Bubba-N-Stix;Genesis;44124
Bubble-and-Squeak;Genesis;44126
Bubsy-II;Genesis;1884
Bubsy-in-Claws-Encounters-of-the-Furred-Kind;Genesis;1885
Buck-Rogers-Countdown-to-Doomsday;Genesis;1886
Budokan-The-Martial-Spirit;Genesis;44127
Bugs-Bunny-in-Double-Trouble;Genesis;44130
Bulls-versus-Blazers-and-the-NBA-Playoffs;Genesis;1889
Bulls-vs-Lakers-and-the-NBA-Playoffs;Genesis;1890
Burning-Force;Genesis;44131
California-Games;Genesis;1896
Cannon-Fodder;Genesis;44135
Captain-America-and-the-Avengers;Genesis;44137
Captain-Planet-and-the-Planeteers;Genesis;44140
Castle-of-Illusion-Starring-Mickey-Mouse;Genesis;1898
Castlevania-Bloodlines--Switch-Online-;Genesis;44146
Castlevania-The-New-Generation;Genesis;44148
Castlevania-The-New-Generation--Mega-Drive-Mini-;Genesis;44147
Centurion-Defender-of-Rome;Genesis;1900
Chakan;Genesis;1901
Champions-World-Class-Soccer;Genesis;1902
Chaos-Engine-The;Genesis;44160
Cheese-Cat-Astrophe-Starring-Speedy-Gonzales;Genesis;44162
Chiki-Chiki-Boys;Genesis;1911
Chuck-Rock;Genesis;44169
Chuck-Rock-II-Son-of-Chuck;Genesis;44171
Classic-Collection;Genesis;44174
ClayFighter;Genesis;44175
Cliffhanger;Genesis;44176
Columns;Genesis;1925
Columns--Sega-Ages-;Genesis;44200
Combat-Cars;Genesis;1927
Comix-Zone;Genesis;44204
Contra-Hard-Corps--Contra-Anniversary-Collection-;Genesis;44223
Contra-The-Hard-Corps--Contra-Anniversary-Collection-;Genesis;44225
Cool-Spot;Genesis;44227
Corporation;Genesis;44230
Cosmic-Spacehead;Genesis;44231
Cosmic-Spacehead;Genesis;1915
Crack-Down;Genesis;44233
Crue-Ball-Heavy-Metal-Pinball;Genesis;1942
CutThroat-Island;Genesis;1945
Cyberball;Genesis;1947
Cyborg-Justice;Genesis;1948
Daffy-Duck-in-Hollywood;Genesis;44265
Darius--Genesis-Mini-Mega-Drive-Mini-;Genesis;44277
Darius-II--Darius-Cozmic-Collection-;Genesis;44278
Dark-Castle;Genesis;1950
David-Robinsons-Supreme-Court;Genesis;1953
Davis-Cup-World-Tour;Genesis;1954
Death-and-Return-of-Superman-The;Genesis;44292
DEcapAttack;Genesis;1958
Demolition-Man;Genesis;1959
Desert-Demolition-Starring-Road-Runner-and-Wile-E.-Coyote;Genesis;1960
Desert-Strike-Return-to-the-Gulf;Genesis;1961
Dick-Tracy;Genesis;1963
Dino-Dinis-Soccer;Genesis;44318
Disney-Collection-The-QuackShot-Starring-Donald-Duck-+-Castle-of-Illusion-Starring-Mickey-Mouse;Genesis;44319
DJ-Boy;Genesis;44321
Donald-in-Maui-Mallard;Genesis;44325
Double-Clutch;Genesis;44329
Double-Dragon-3-The-Arcade-Game;Genesis;1971
Dr.-Robotniks-Mean-Bean-Machine;Genesis;44333
Dragons-Fury;Genesis;1975
Dragons-Revenge;Genesis;1976
Dragon-The-Bruce-Lee-Story;Genesis;44335
Dune-II-The-Battle-for-Arrakis;Genesis;44348
Dungeons-&-Dragons-Warriors-of-the-Eternal-Sun;Genesis;1949
Dynamite-Duke;Genesis;1979
Dynamite-Headdy;Genesis;1980
EA-Hockey;Genesis;44362
EA-Sports-Double-Header;Genesis;44363
Earthworm-Jim;Genesis;44366
Earthworm-Jim-2;Genesis;44369
Ecco-the-Dolphin;Genesis;1986
Ecco-The-Tides-of-Time;Genesis;44370
Elite--Tech-Demo-Game-;Genesis;44382
Elite--Tech-Demo-Soaker-;Genesis;44383
Elite--Tech-Demo-Viewer-;Genesis;44384
Empire-of-Steel;Genesis;44387
ESWAT-City-under-Siege;Genesis;1994
Eternal-Champions;Genesis;44404
