Name;Console;ID
Chessmaster-The;GB;45922
Chessmaster-The;GB;45924
Choplifter-II-Rescue-&-Survive;GB;45934
Choplifter-III;GB;3412
Chuck-Rock;GB;3022
Cliffhanger;GB;3413
Contra--Contra-Anniversary-Collection-;GB;45942
Cool-Hand;GB;45945
Cool-Hand;GB;45946
Cool-Spot;GB;45947
Cool-World;GB;3026
CutThroat-Island;GB;3029
Daffy-Duck;GB;45958
Daffy-Duck;GB;3414
Darkman;GB;3032
Darkwing-Duck;GB;45964
David-Cranes-The-Rescue-of-Princess-Blobette;GB;45967
Days-of-Thunder;GB;3034
Dennis;GB;45973
Desert-Strike-Return-to-the-Gulf;GB;45974
Dexterity;GB;3039
Dig-Dug;GB;45975
Donkey-Kong;GB;4405
Donkey-Kong-Land;GB;3045
Donkey-Kong-Land-2;GB;3415
Donkey-Kong-Land-III;GB;3046
Double-Dragon;GB;3047
Double-Dragon-3-The-Arcade-Game;GB;3049
Double-Dragon-II;GB;3048
Dr.-Franken;GB;45999
Dr.-Franken-II;GB;3416
Dr.-Mario;GB;3417
Dragons-Lair-The-Legend;GB;46013
DragonHeart;GB;3052
Dropzone;GB;3054
DuckTales;GB;46020
DuckTales-2;GB;46022
Dynablaster;GB;46027
Earthworm-Jim;GB;46028
Elevator-Action;GB;3058
F-1-Race;GB;3419
F-15-Strike-Eagle;GB;3061
F1-Pole-Position;GB;3418
Felix-the-Cat;GB;3063
Ferrari-Grand-Prix-Challenge;GB;3064
Fidgetts-The;GB;3420
FIFA-International-Soccer;GB;3065
FIFA-Soccer-96;GB;3421
FIFA-Soccer-97;GB;3422
FIFA-Road-to-World-Cup-98;GB;3066
Fighting-Simulator-2-in-1-Flying-Warriors;GB;3067
Final-Fantasy-Adventure--Collection-of-Mana-;GB;46048
Final-Fantasy-Legend-II--Collection-of-SaGa-;GB;46049
Final-Fantasy-Legend-III--Collection-of-SaGa-;GB;46050
Final-Fantasy-Legend-The--Collection-of-SaGa-;GB;46051
Fire-Fighter;GB;3072
Flash-The;GB;3075
Flintstones-The;GB;3076
Flintstones-The-King-Rock-Treasure-Island;GB;3077
Football-International;GB;3079
Foreman-for-Real;GB;3080
Fortified-Zone;GB;3081
Frank-Thomas-Big-Hurt-Baseball;GB;3082
Franky-Joe-&-Dirk-On-the-Tiles;GB;46060
Game-&-Watch-Gallery;GB;46071
Game-Boy-Aging-Cartridge;GB;46072
Game-Boy-Camera;GB;3423
Game-Boy-Gallery-5-Games-in-1;GB;46077
Garfield-Labyrinth;GB;3091
Gargoyles-Quest;GB;46094
Gargoyles-Quest;GB;3424
Gauntlet-II;GB;3092
Gear-Works;GB;3093
George-Foremans-KO-Boxing;GB;3094
Ghostbusters-II;GB;3425
Goal!;GB;46118
Godzilla;GB;3098
Golf;GB;3426
Golf-Classic;GB;46122
Gremlins-2-The-New-Batch;GB;3428
Hammerin-Harry;GB;46163
Hercules;GB;3107
Hit-the-Ice-VHL---The-Official-Video-Hockey-League;GB;3429
Home-Alone;GB;3109
Home-Alone-2-Lost-in-New-York;GB;3110
Hook;GB;46184
Hugo;GB;46189
Humans-The;GB;46191
Hunchback-of-Notre-Dame-The-5-Foolishly-Fun-Topsy-Turvy-Games;GB;3115
Hunt-for-Red-October-The;GB;3116
Hyper-Dunk;GB;3117
Hyper-Lode-Runner;GB;4407
Incredible-Crash-Dummies-The;GB;3119
Indiana-Jones-and-the-Last-Crusade;GB;3430
Indien-dans-la-Ville-Un;GB;46199
InfoGenius-Productivity-Pak-Berlitz-French-Translator;GB;2977
InfoGenius-Productivity-Pak-Berlitz-Spanish-Translator;GB;2978
InfoGenius-Systems-Personal-Organizer-with-Phone-Book;GB;46200
International-Superstar-Soccer;GB;3120
Iron-Man-X-O-Manowar-in-Heavy-Metal;GB;3121
Jack-Nicklaus-Golf;GB;3124
James-Bond-007;GB;3125
Jelly-Boy;GB;3127
Jetsons-The-Robot-Panic;GB;3132
Jimmy-Connors-Tennis;GB;3431
Joe-&-Mac-Caveman-Ninja;GB;46227
Jordan-vs-Bird-One-on-One;GB;3134
Judge-Dredd;GB;3135
Jungle-Book-The;GB;3136
Jungle-Book-The--Disney-Classic-Games-;GB;46233
Jungle-Strike;GB;46235
Jurassic-Park;GB;46237
Jurassic-Park-Part-2-The-Chaos-Continues;GB;3432
Ken-Griffey-Jr.-Presents-Major-League-Baseball;GB;3139
Kid-Dracula;GB;3140
Kid-Icarus-Of-Myths-and-Monsters;GB;3433
Killer-Instinct;GB;3141
King-of-Fighters-95-The;GB;46261
King-of-Fighters-The-Heat-of-Battle;GB;46262
King-of-the-Zoo;GB;46263
Kirbys-Block-Ball;GB;3144
Kirbys-Dream-Land;GB;3434
Kirbys-Dream-Land-2;GB;3145
Kirbys-Pinball-Land;GB;3146
Kirbys-Star-Stacker;GB;3147
Konami-Golf;GB;46282
Krustys-Fun-House;GB;3291
Kung-Fu-Master;GB;3150
Kwirk-Hes-A-maze-ing!;GB;3435
Lamborghini-American-Challenge;GB;3151
Last-Action-Hero;GB;3152
Lawnmower-Man-The;GB;3153
Legend-of-Prince-Valiant-The;GB;46298
Legend-of-Zelda-The-Links-Awakening;GB;3156
Lemmings;GB;46303
Lemmings-2-The-Tribes;GB;3158
Lethal-Weapon;GB;3159
Lingo;GB;46309
Lion-King-The;GB;46311
Lion-King-The--Disney-Classic-Games-;GB;46312
Little-Mermaid-The;GB;46316
Lock-n-Chase;GB;4408
Looney-Tunes;GB;3163
Looney-Tunes-2-Tasmanian-Devil-in-Island-Chase;GB;3336
Loopz;GB;3164
Lost-World-The-Jurassic-Park;GB;3165
Lucky-Luke;GB;46321
Lucle;GB;46323
Madden-95;GB;3436
Madden-96;GB;3166
Magnetic-Soccer;GB;3168
Makai-Toushi-Sa-Ga--Collection-of-SaGa-;GB;46335
Marble-Madness;GB;3170
Mario-&-Yoshi;GB;46342
Marios-Picross;GB;3437
Maus-Die;GB;46349
Max;GB;3438
McDonaldland;GB;3172
Mega-Man-II;GB;46357
Mega-Man-III;GB;46358
Mega-Man-IV;GB;46360
Mega-Man-V;GB;46361
Mega-Man-Dr.-Wilys-Revenge;GB;46356
Megalit;GB;3173
Mercenary-Force;GB;3439
Metroid-II-Return-of-Samus;GB;3440
Mickey-Mouse;GB;3441
Mickey-Mouse-Magic-Wands!;GB;3180
Mickeys-Dangerous-Chase;GB;46378
Mickeys-Ultimate-Challenge;GB;3182
Micro-Machines;GB;3183
Micro-Machines-2-Turbo-Tournament;GB;46380
Mighty-Morphin-Power-Rangers;GB;3184
Mighty-Morphin-Power-Rangers-The-Movie;GB;3185
Milons-Secret-Castle;GB;3186
Missile-Command;GB;3188
Mole-Mania;GB;3189
Monopoly;GB;46407
Monster-Max;GB;3191
Monster-Truck-Wars;GB;3192
Montezumas-Return!;GB;46417
Mortal-Kombat;GB;3193
Mortal-Kombat-&-Mortal-Kombat-II;GB;3443
Mortal-Kombat-3;GB;46421
Mortal-Kombat-3;GB;3194
Mortal-Kombat-II;GB;3195
Motocross-Maniacs;GB;46423
Mr.-Do!;GB;46426
Mr.-Nutz;GB;3198
Ms.-Pac-Man;GB;46429
Muhammad-Ali-Heavyweight-Boxing;GB;3202
Mulan;GB;46430
Mystic-Quest;GB;46433
Mystic-Quest--Collection-of-Mana-;GB;46436
Mystic-Quest--Collection-of-Mana-;GB;46437
Mystic-Quest--Collection-of-Mana-;GB;46438
Mystical-Ninja-Starring-Goemon;GB;46439
Nail-n-Scale;GB;3205
Navy-SEALs;GB;3206
NBA-All-Star-Challenge;GB;3207
NBA-All-Star-Challenge-2;GB;3208
NBA-Jam;GB;3209
NBA-Jam-Tournament-Edition;GB;3444
NBA-Live-96;GB;3210
Nemesis;GB;46459
Nemesis-II-The-Return-of-the-Hero;GB;46462
New-Chessmaster-The;GB;46472
NFL-Quarterback-Club;GB;3213
NFL-Quarterback-Club-96;GB;3215
NFL-Quarterback-Club-II;GB;3214
NHL-96;GB;3217
NHL-Hockey-95;GB;3216
Nigel-Mansells-World-Championship;GB;3218
Nigel-Mansells-World-Championship-Racing;GB;46477
Ninja-Boy;GB;3220
Ninja-Boy-2;GB;3221
Nintendo-World-Cup;GB;3224
Oddworld-Adventures;GB;3445
Olympic-Summer-Games;GB;3226
Operation-C--Contra-Anniversary-Collection-;GB;46497
Othello;GB;3446
Ottos-Ottifanten-Baby-Brunos-Alptraum;GB;46503
Pac-In-Time;GB;46510
Pac-Man;GB;46512
Pac-Panic;GB;46514
Pagemaster-The;GB;46532
Palamedes;GB;3449
Pang;GB;3233
Paperboy;GB;3234
Paperboy-2;GB;3235
Parasol-Stars-Rainbow-Islands-II;GB;3450
Parodius;GB;3451
PGA-European-Tour;GB;3237
PGA-Tour-96;GB;3238
Phantom-Air-Mission;GB;46549
Pierre-le-Chef-is...-Out-to-Lunch;GB;46552
Pinball-Deluxe;GB;3240
Pinball-Dreams;GB;3452
Pinball-Fantasies;GB;3241
Pinball-Mania;GB;3242
Pinball-Revenge-of-the-Gator;GB;3239
Pinocchio;GB;46558
Pit-Fighter;GB;3245
Pocahontas;GB;3247
Pocket-Bomberman;GB;3248
Pokemon-Blue-Version;GB;3453
Pokemon-Red-Version;GB;3454
Pokemon-Versione-Blu;GB;46596
Pokemon-Versione-Gialla---Speciale-Edizione-Pikachu;GB;46597
Pokemon-Versione-Rossa;GB;46598
Pokemon-Yellow-Version---Special-Pikachu-Edition;GB;4233
Pop-Up;GB;3249
Popn-TwinBee;GB;46602
Popeye-2;GB;46605
Populous;GB;3455
Power-Racer;GB;46613
Prehistorik-Man;GB;3253
Primal-Rage;GB;3254
Prince-of-Persia;GB;46616
Probotector;GB;46623
Probotector--Contra-Anniversary-Collection-;GB;46624
Probotector-2;GB;46625
Prophecy-The-Viking-Child;GB;46627
Q-bert-for-Game-Boy;GB;3456
QIX;GB;4409
Quarth;GB;3260
R-Type;GB;3261
R-Type-II;GB;46645
Race-Days;GB;46648
Race-Drivin;GB;3264
Radar-Mission;GB;3457
Raging-Fighter;GB;3458
Rampart;GB;3265
Ren-&-Stimpy-Show-The-Veediots!;GB;3268
Reservoir-Rat;GB;46661
Riddick-Bowe-Boxing;GB;46662
Road-Rash;GB;3271
Robin-Hood-Prince-of-Thieves;GB;46666
RoboCop;GB;3276
RoboCop-2;GB;3274
RoboCop-versus-The-Terminator;GB;46673
Rodland;GB;3277
Sa-Ga-2-Hihou-Densetsu--Collection-of-SaGa-;GB;46685
Sa-Ga-3-Jikuu-no-Hasha--Collection-of-SaGa-;GB;46687
Samurai-Shodown;GB;3282
Sea-Battle;GB;46708
seaQuest-DSV;GB;3283
Sensible-Soccer-European-Champions;GB;46718
Shadow-Warriors;GB;46720
Side-Pocket;GB;3287
Simpsons-The-Bart-&-the-Beanstalk;GB;3288
Simpsons-The-Bart-vs.-the-Juggernauts;GB;3289
Simpsons-The-Itchy-&-Scratchy---Miniature-Golf-Madness;GB;3123
Skate-or-Die-Bad-N-Rad;GB;46740
Small-Soldiers;GB;3294
Smurfs-Nightmare-The;GB;46742
Smurfs-Travel-the-World-The;GB;46743
Smurfs-The;GB;46744
Smurfs-The;GB;3459
Sneaky-Snakes;GB;3460
Snoopys-Magic-Show;GB;3295
Snow-Brothers;GB;46748
Soccer;GB;46749
SolarStriker;GB;3461
Solitaire-FunPak;GB;3297
Solomons-Club;GB;46754
Space-Invaders;GB;46761
Spankys-Quest;GB;46763
Speedball-2-Brutal-Deluxe;GB;3462
Speedy-Gonzales;GB;3301
Spider-Man-2;GB;3398
Spider-Man-3-Invasion-of-the-Spider-Slayers;GB;2954
Spider-Man-X-Men---Arcades-Revenge;GB;3302
Spirit-of-F-1-The;GB;46767
Spirou;GB;46769
Splitz;GB;3463
Spot-The-Video-Game;GB;46777
Spy-vs-Spy-Operation-Boobytrap;GB;46778
Star-Trek-Generations-Beyond-the-Nexus;GB;46783
Star-Trek-25th-Anniversary;GB;3312
Star-Trek-The-Next-Generation;GB;3314
Star-Wars;GB;46784
Star-Wars;GB;3315
Star-Wars-The-Empire-Strikes-Back;GB;46786
Stargate;GB;3318
StarHawk;GB;46787
Street-Fighter-II;GB;3464
Street-Racer;GB;3320
Sunsoft-Grand-Prix;GB;46792
Super-Battletank;GB;46794
Super-Chase-H.Q.;GB;3465
Super-Hunchback;GB;46806
Super-James-Pond;GB;46808
Super-Kick-Off;GB;46809
Super-Mario-Land;GB;3466
Super-Mario-Land-2-6-Golden-Coins;GB;3467
Super-Off-Road;GB;3325
Super-R.C.-Pro-Am;GB;3468
Super-Star-Wars-Return-of-the-Jedi;GB;3316
Superman;GB;3327
Swamp-Thing;GB;3328
T2-The-Arcade-Game;GB;3331
Tail-Gator;GB;3332
TaleSpin;GB;46834
Tamagotchi;GB;3469
Tarzan-Lord-of-the-Jungle;GB;3334
Taz-Mania;GB;46837
Teenage-Mutant-Hero-Turtles-II-Back-from-the-Sewers;GB;46841
Teenage-Mutant-Hero-Turtles-III-Radical-Rescue;GB;46842
Teenage-Mutant-Hero-Turtles-Fall-of-the-Foot-Clan;GB;46840
Tennis;GB;3470
Terminator-2-Judgment-Day;GB;3471
Tesserae;GB;46854
Tetris;GB;3472
Tetris-2;GB;3343
Tetris-Attack;GB;3344
Tetris-Blast;GB;3345
Tetris-Plus;GB;3346
Tintin-in-Tibet;GB;46862
Tintin-in-Tibet;GB;46863
Tintin-Prisoners-of-the-Sun;GB;46861
Tiny-Toon-Adventures-2-Montanas-Movie-Madness;GB;3348
Tiny-Toon-Adventures-Babs-Big-Break;GB;46867
Tiny-Toon-Adventures-Wacky-Sports;GB;46869
Tip-Off;GB;3473
Titus-the-Fox;GB;3474
Tom-&-Jerry;GB;3349
Tom-and-Jerry-Frantic-Antics!;GB;3350
Top-Gun-Guts-&-Glory;GB;3351
Top-Ranking-Tennis;GB;46880
Total-Carnage;GB;3476
Toy-Story;GB;46885
Track-&-Field;GB;3355
Track-Meet;GB;3356
Trax;GB;3357
Trip-World;GB;46889
True-Lies;GB;3358
Tumble-Pop;GB;3359
Turok-Battle-of-the-Bionosaurs;GB;3477
Turrican;GB;3478
Universal-Soldier;GB;3364
Urban-Strike;GB;3365
V-Rally-Championship-Edition;GB;3366
Vegas-Stakes;GB;3367
Wario-Blast-Featuring-Bomberman!;GB;3368
Wario-Land-II;GB;3480
Wario-Land-Super-Mario-Land-3;GB;3479
Waterworld;GB;46933
Wave-Race;GB;46934
WCW-The-Main-Event;GB;3370
Were-Back!-A-Dinosaurs-Story;GB;3371
Who-Framed-Roger-Rabbit;GB;46937
Winter-Gold;GB;3375
Wizards-&-Warriors-X-The-Fortress-of-Fear;GB;46945
World-Beach-Volley-1992-GB-Cup;GB;46948
World-Cup-98;GB;46951
World-Cup-USA-94;GB;3481
World-Heroes-2-Jet;GB;3380
Worms;GB;3381
WWF-King-of-the-Ring;GB;3382
WWF-Raw;GB;3482
WWF-Superstars;GB;3483
WWF-Superstars-2;GB;3484
WWF-War-Zone;GB;3383
Xenon-2;GB;3385
Yogi-Bears-Gold-Rush;GB;46966
Yoshis-Cookie;GB;3389
Zen-Intergalactic-Ninja;GB;46979
Zool-Ninja-of-the-Nth-Dimension;GB;46986
Zoop;GB;3392
[BIOS]-Nintendo-Game-Boy-Boot-ROM;GB;45759
[BIOS]-Nintendo-Game-Boy-Pocket-Boot-ROM;GB;45760
4-in-1-Fun-Pak;GB;3393
4-in-1-Funpak-Volume-II;GB;4402
A.P.B.;Lynx;90391
Awesome-Golf;Lynx;90393
Baseball-Heroes;Lynx;90394
Basketbrawl;Lynx;90395
Batman-Returns;Lynx;90396
Battle-Wheels;Lynx;90397
Battlezone-2000;Lynx;90398
Bill-&-Teds-Excellent-Adventure;Lynx;90399
Block-Out;Lynx;90400
Blue-Lightning;Lynx;90402
Bubble-Trouble;Lynx;90403
California-Games;Lynx;90405
Checkered-Flag;Lynx;90407
Chips-Challenge;Lynx;90408
Crystal-Mines-II;Lynx;90409
Desert-Strike-Return-to-the-Gulf;Lynx;90411
Dinolympics;Lynx;90412
Dirty-Larry-Renegade-Cop;Lynx;90413
Double-Dragon;Lynx;90414
Dracula-the-Undead;Lynx;90415
Electrocop;Lynx;90416
European-Soccer-Challenge;Lynx;90417
Fat-Bobby;Lynx;90420
Fidelity-Ultimate-Chess-Challenge-The;Lynx;90421
Gates-of-Zendocon;Lynx;90424
Gauntlet-The-Third-Encounter;Lynx;90425
Gordo-106;Lynx;90428
Hard-Drivin;Lynx;90430
Hockey;Lynx;90431
Hydra;Lynx;90432
Ishido-The-Way-of-Stones;Lynx;90433
Jimmy-Connors-Tennis;Lynx;90434
Joust;Lynx;90435
Klax;Lynx;90436
Krazy-Ace-Miniature-Golf;Lynx;90438
Kung-Food;Lynx;90439
Lemmings;Lynx;90440
Lynx-Casino;Lynx;90444
Malibu-Bikini-Volleyball;Lynx;90446
Ms.-Pac-Man;Lynx;90450
NFL-Football;Lynx;90451
Ninja-Gaiden;Lynx;90452
Ninja-Gaiden-III-The-Ancient-Ship-of-Doom;Lynx;90453
Pac-Land;Lynx;90455
Paperboy;Lynx;90456
Pinball-Jam;Lynx;90457
Pit-Fighter;Lynx;90458
Power-Factor;Lynx;90462
QIX;Lynx;90463
Raiden;Lynx;90465
Rampage;Lynx;90467
Rampart;Lynx;90468
RoadBlasters;Lynx;90470
Robo-Squash;Lynx;90471
Robotron-2084;Lynx;90472
Rygar;Lynx;90474
S.T.U.N.-Runner;Lynx;90475
Scrapyard-Dog;Lynx;90476
Shadow-of-the-Beast;Lynx;90477
Shanghai;Lynx;90478
Steel-Talons;Lynx;90480
Super-Asteroids-Missile-Command;Lynx;90481
Super-Off-Road;Lynx;90482
Super-Skweek;Lynx;90483
Switchblade-II;Lynx;90484
Todds-Adventures-in-Slime-World;Lynx;90485
Toki;Lynx;90486
Tournament-Cyberball;Lynx;90487
Turbo-Sub;Lynx;90488
Viking-Child;Lynx;90489
Warbirds;Lynx;90491
World-Class-Soccer;Lynx;90493
Xenophobe;Lynx;90494
Xybots;Lynx;90495
Zarlor-Mercenary;Lynx;90498
[BIOS]-Atari-Lynx;Lynx;90390
Addams-Family-The;GG;89381
Adventures-of-Batman-&-Robin-The;GG;89382
Aerial-Assault;GG;89391
Aladdin;GG;89392
Alien-3;GG;89398
Alien-Syndrome;GG;89399
Archer-Macleans-Dropzone;GG;89405
Arena;GG;89406
Ariel-The-Little-Mermaid;GG;89407
Asterix-and-the-Great-Rescue;GG;89410
Asterix-and-the-Secret-Mission;GG;89416
Ax-Battler-A-Legend-of-Golden-Axe;GG;89418
Ayrton-Sennas-Super-Monaco-GP-II;GG;89420
Baku-Baku;GG;89424
Batman-Forever;GG;89427
Batman-Returns;GG;89428
Battletoads;GG;89431
Beavis-and-Butt-Head;GG;89433
Bonkers-Wax-Up!;GG;89455
Bram-Stokers-Dracula;GG;89469
Bugs-Bunny-in-Double-Trouble;GG;89474
Castle-of-Illusion-Starring-Mickey-Mouse;GG;89482
Chakan;GG;89484
Championship-Hockey;GG;89485
Cheese-Cat-Astrophe-Starring-Speedy-Gonzales;GG;89487
Chessmaster-The;GG;89488
Chuck-Rock;GG;89515
Chuck-Rock-II-Son-of-Chuck;GG;89517
CJ-Elephant-Fugitive;GG;89519
Columns;GG;89525
Cool-Spot;GG;89526
Cosmic-Spacehead;GG;89528
Crystal-Warriors;GG;89531
Daffy-Duck-in-Hollywood;GG;89534
Deep-Duck-Trouble-Starring-Donald-Duck;GG;89536
Defenders-of-Oasis;GG;89538
Defenders-of-Oasis--Virtual-Console-;GG;89539
Desert-Speedtrap-Starring-Road-Runner-and-Wile-E.-Coyote;GG;89541
Desert-Strike;GG;89542
Devilish;GG;89545
Double-Dragon;GG;89554
Dr.-Robotniks-Mean-Bean-Machine;GG;89556
Dragon-Crystal;GG;89560
Dragon-Crystal--Virtual-Console-;GG;89561
Dragon-The-Bruce-Lee-Story;GG;89558
Dynamite-Headdy;GG;89565
Earthworm-Jim;GG;89572
Ecco-The-Dolphin;GG;89575
Ecco-The-Tides-of-Time;GG;89573
Ernie-Els-Golf;GG;89580
Evander-Holyfields-Real-Deal-Boxing;GG;89582
Excellent-Dizzy-Collection-The;GG;89583
F-15-Strike-Eagle;GG;89584
F1;GG;89585
F1-World-Championship-Edition;GG;89586
Factory-Panic;GG;89588
Fantastic-Dizzy;GG;89589
Fantasy-Zone;GG;89590
Fatal-Fury-Special;GG;89593
FIFA-International-Soccer;GG;89595
FIFA-Soccer-96;GG;89596
G-LOC-Air-Battle;GG;89605
Galaga-2;GG;89607
Garfield-Caught-in-the-Act;GG;89611
George-Foremans-KO-Boxing;GG;89616
Global-Gladiators;GG;89624
GP-Rider;GG;89627
Halley-Wars;GG;89632
Home-Alone;GG;89636
Hook;GG;89639
Hurricanes;GG;89640
Incredible-Crash-Dummies-The;GG;89645
Incredible-Hulk-The;GG;89646
Indiana-Jones-and-the-Last-Crusade;GG;89647
Itchy-&-Scratchy-Game-The;GG;89649
James-Bond-007-The-Duel;GG;89652
James-Pond-3-Operation-Starfi5h;GG;89653
James-Pond-II-Codename-RoboCod;GG;89655
Joe-Montana-Football;GG;89660
Journey-from-Darkness-Strider-Returns;GG;89661
Judge-Dredd;GG;89662
Jungle-Book-The;GG;89665
Jurassic-Park;GG;89669
Kawasaki-Superbike-Challenge;GG;89671
KLAX;GG;89677
Krustys-Fun-House;GG;89678
Land-of-Illusion-Starring-Mickey-Mouse;GG;89681
Legend-of-Illusion-Starring-Mickey-Mouse;GG;89683
Lemmings;GG;89690
Lion-King-The;GG;89695
Lucky-Dime-Caper-Starring-Donald-Duck-The;GG;89706
Madden-96;GG;89708
Magical-Puzzle-Popils;GG;89716
Man-Overboard!;GG;89719
Marble-Madness;GG;89721
Markos-Magic-Football;GG;89722
Master-of-Darkness;GG;89723
Master-of-Darkness--Virtual-Console-;GG;89724
Micro-Machines;GG;89732
Micro-Machines-2-Turbo-Tournament;GG;89734
Mighty-Morphin-Power-Rangers;GG;89735
Mighty-Morphin-Power-Rangers-The-Movie;GG;89737
Monster-Truck-Wars;GG;89740
Mortal-Kombat;GG;89742
Mortal-Kombat-3;GG;89745
Mortal-Kombat-II;GG;89746
NBA-Jam;GG;89783
NBA-Jam-Tournament-Edition;GG;89786
NFL-Quarterback-Club;GG;89802
NHL-Hockey;GG;89822
Ninja-Gaiden;GG;89824
Olympic-Gold;GG;89830
Ottifants-The;GG;89833
OutRun;GG;89834
OutRun;GG;89835
OutRun-Europa;GG;89837
Paperboy;GG;89843
Pengo;GG;89847
Pete-Sampras-Tennis;GG;89849
PGA-Tour-96;GG;89850
PGA-Tour-Golf;GG;89851
PGA-Tour-Golf-II;GG;89853
Phantom-2040;GG;89856
Power-Drive;GG;89866
Power-Strike-II;GG;89867
Predator-2;GG;89868
Primal-Rage;GG;89869
Prince-of-Persia;GG;89870
Psychic-World;GG;89875
Putt-&-Putter;GG;89878
Quest-for-the-Shaven-Yak-Starring-Ren-Hoek-&-Stimpy;GG;89885
Rise-of-the-Robots;GG;89893
Ristar;GG;89894
Road-Rash;GG;89901
RoboCop-3;GG;89902
RoboCop-versus-The-Terminator;GG;89903
Sega-Game-Pack-4-in-1;GG;89911
Sensible-Soccer-European-Champions;GG;89913
Shining-Force-The-Sword-of-Hajya--Virtual-Console-;GG;89923
Shinobi;GG;89928
Shinobi--Virtual-Console-;GG;89929
Shinobi-II-The-Silent-Fury;GG;89930
Simpsons-The-Bart-vs.-the-Space-Mutants;GG;89932
Simpsons-The-Bart-vs.-the-World;GG;89933
Slider;GG;89936
Smurfs-Travel-the-World-The;GG;89937
Smurfs-The;GG;89938
Solitaire-Poker;GG;89940
Sonic-Blast;GG;89944
Sonic-Chaos;GG;89951
Sonic-Drift-2;GG;89955
Sonic-Labyrinth;GG;89956
Sonic-Labyrinth--Virtual-Console-;GG;89957
Sonic-Spinball;GG;89958
Sonic-The-Hedgehog;GG;89981
Sonic-The-Hedgehog--Virtual-Console-;GG;89982
Sonic-The-Hedgehog-2;GG;89985
Sonic-The-Hedgehog-2--Auto-Demo-;GG;89986
Sonic-The-Hedgehog-2--Virtual-Console-;GG;89987
Sonic-The-Hedgehog-Triple-Trouble;GG;89983
Space-Harrier;GG;89989
Spider-Man;GG;89990
Spider-Man-Return-of-the-Sinister-Six;GG;89991
Star-Wars;GG;90036
Star-Wars--Alt-;GG;90035
Stargate;GG;90037
Streets-of-Rage;GG;90040
Streets-of-Rage-2;GG;90041
Striker;GG;90043
Super-Columns;GG;90046
Super-Kick-Off;GG;90056
Super-Monaco-GP;GG;90059
Super-Off-Road;GG;90060
Super-Smash-T.V.;GG;90062
Super-Space-Invaders;GG;90063
Super-Star-Wars-Return-of-the-Jedi;GG;90064
Superman-The-Man-of-Steel;GG;90065
Surf-Ninjas;GG;90067
T2-The-Arcade-Game;GG;90070
Tails-Adventure;GG;90071
Tails-Adventure--Virtual-Console-;GG;90072
TaleSpin;GG;90078
Tarzan-Lord-of-the-Jungle;GG;90081
Taz-in-Escape-from-Mars;GG;90083
Taz-Mania;GG;90098
Tempo-Jr.;GG;90099
Tengen-World-Cup-Soccer;GG;90109
Terminator-2-Judgment-Day;GG;90111
Terminator-The;GG;90112
Tintin-in-Tibet;GG;90114
Tom-and-Jerry-The-Movie;GG;90116
True-Lies;GG;90118
Ultimate-Soccer;GG;90119
Virtua-Fighter-Animation;GG;90123
VR-Troopers;GG;90125
Wimbledon;GG;90129
Winter-Olympics;GG;90131
Wizard-Pinball;GG;90132
Wolfchild;GG;90133
Wonder-Boy;GG;90134
Wonder-Boy-The-Dragons-Trap;GG;90136
Woody-Pop;GG;90138
World-Class-Leaderboard;GG;90140
World-Cup-USA-94;GG;90141
WWF-Raw;GG;90151
WWF-Wrestlemania-Steel-Cage-Challenge;GG;90152
X-Men-Gamemasters-Legacy;GG;90154
Zool-Ninja-of-the-Nth-Dimension;GG;90172
Action-Man-Search-for-Base-X;GBC;3946
Adventures-of-the-Smurfs-The;GBC;47004
Aladdin;GBC;47006
Alfreds-Adventure;GBC;47007
Alice-in-Wonderland;GBC;47008
Aliens-Thanatos-Encounter;GBC;3950
All-Star-Tennis-2000--AZTP-;GBC;47009
All-Star-Baseball-2000;GBC;3952
Alone-in-the-Dark-The-New-Nightmare;GBC;47010
Animorphs;GBC;47016
Antz;GBC;47018
Antz-Racing;GBC;47020
Antz-World-Sportz;GBC;47021
Armorines-Project-S.W.A.R.M.;GBC;47024
Army-Men;GBC;3959
Army-Men-2;GBC;3962
Army-Men-Air-Combat;GBC;3960
Army-Men-Sarges-Heroes-2;GBC;3961
Asterix-&-Obelix;GBC;47026
Asterix-&-Obelix-Contre-Cesar;GBC;47027
Asterix-Sur-la-Trace-DIdefix;GBC;47025
Asteroids;GBC;3964
Atlantis-The-Lost-Empire;GBC;47028
Atlantis-The-Lost-Empire;GBC;47029
Atlantis-The-Lost-Empire;GBC;3965
Austin-Powers-Oh-Behave!;GBC;47034
Austin-Powers-Welcome-to-My-Underground-Lair!;GBC;47035
Azure-Dreams;GBC;47040
Babe-and-Friends;GBC;47043
Baby-Felix-Halloween;GBC;47044
Backgammon;GBC;47046
Barbie-Avventure-nellOceano;GBC;47055
Barbie-Fashion-Pack-Games;GBC;3971
Barbie-Pet-Rescue;GBC;47060
Barca-Total-2000;GBC;47061
Bass-Masters-Classic;GBC;3975
Batman-of-the-Future-Return-of-the-Joker;GBC;47065
Batman-Chaos-in-Gotham;GBC;47063
Battleship;GBC;3978
BattleTanx;GBC;47067
Beachn-Ball;GBC;47068
Beauty-and-the-Beast-A-Board-Game-Adventure;GBC;47074
Billy-Bobs-Huntin-n-Fishin;GBC;3981
Black-Bass-Lure-Fishing;GBC;3983
Blade;GBC;3984
Blaster-Master-Enemy-Below;GBC;3985
